origin,destination,year,inflows
Netherlands,Luxembourg,2002,187
Netherlands,Luxembourg,2003,177
Netherlands,Luxembourg,2004,179
Netherlands,Luxembourg,2005,216
Netherlands,Luxembourg,2006,250
Netherlands,Luxembourg,2007,218
Netherlands,Luxembourg,2008,291
Netherlands,Luxembourg,2009,204
Netherlands,Luxembourg,2010,207
Netherlands,Luxembourg,2011,229
Netherlands,Luxembourg,2012,213
Netherlands,Luxembourg,2013,252
Netherlands,Luxembourg,2014,262
Netherlands,Luxembourg,2015,232
Netherlands,Luxembourg,2016,235
Netherlands,Norway,2000,318
Netherlands,Norway,2001,378
Netherlands,Norway,2002,325
Netherlands,Norway,2003,330
Netherlands,Norway,2004,454
Netherlands,Norway,2005,605
Netherlands,Norway,2006,780
Netherlands,Norway,2007,903
Netherlands,Norway,2008,908
Netherlands,Norway,2009,666
Netherlands,Norway,2010,710
Netherlands,Norway,2011,665
Netherlands,Norway,2012,594
Netherlands,Norway,2013,542
Netherlands,Norway,2014,632
Netherlands,Norway,2015,494
Netherlands,Norway,2016,462
Netherlands,Poland,2000,192
Netherlands,Poland,2001,284
Netherlands,Poland,2002,419
Netherlands,Poland,2003,347
Netherlands,Poland,2004,503
Netherlands,Poland,2005,468
Netherlands,Poland,2006,224
Netherlands,Poland,2007,346
Netherlands,Poland,2008,291
Netherlands,Poland,2009,273
Netherlands,Poland,2010,244
Netherlands,Poland,2011,241
Netherlands,Poland,2012,228
Netherlands,Poland,2013,246
Netherlands,Poland,2014,246
Netherlands,Poland,2015,246
Netherlands,Poland,2016,230
Netherlands,Portugal,2000,393
Netherlands,Portugal,2001,376
Netherlands,Portugal,2002,331
Netherlands,Portugal,2003,296
Netherlands,Portugal,2004,266
Netherlands,Portugal,2005,304
Netherlands,Portugal,2006,233
Netherlands,Portugal,2007,731
Netherlands,Portugal,2008,545
Netherlands,Portugal,2009,540
Netherlands,Portugal,2010,429
Netherlands,Portugal,2011,432
Netherlands,Portugal,2012,437
Netherlands,Portugal,2013,475
Netherlands,Portugal,2014,582
Netherlands,Portugal,2015,834
Netherlands,Portugal,2016,1165
Netherlands,Slovak Republic,2003,21
Netherlands,Slovak Republic,2004,83
Netherlands,Slovak Republic,2005,72
Netherlands,Slovak Republic,2006,84
Netherlands,Slovak Republic,2007,92
Netherlands,Slovak Republic,2008,90
Netherlands,Slovak Republic,2009,72
Netherlands,Slovak Republic,2010,71
Netherlands,Slovak Republic,2011,41
Netherlands,Slovak Republic,2012,12
Netherlands,Slovak Republic,2013,15
Netherlands,Slovak Republic,2014,16
Netherlands,Slovak Republic,2015,17
Netherlands,Slovak Republic,2016,18
Netherlands,Spain,2000,2151
Netherlands,Spain,2001,2376
Netherlands,Spain,2002,2785
Netherlands,Spain,2003,2954
Netherlands,Spain,2004,4519
Netherlands,Spain,2005,5373
Netherlands,Spain,2006,5755
Netherlands,Spain,2007,5521
Netherlands,Spain,2008,3796
Netherlands,Spain,2009,2994
Netherlands,Spain,2010,2987
Netherlands,Spain,2011,3153
Netherlands,Spain,2012,2887
Netherlands,Spain,2013,2915
Netherlands,Spain,2014,2973
Netherlands,Spain,2015,3251
Netherlands,Spain,2016,3710
Netherlands,Sweden,2000,427
Netherlands,Sweden,2001,505
Netherlands,Sweden,2002,478
Netherlands,Sweden,2003,452
Netherlands,Sweden,2004,561
Netherlands,Sweden,2005,692
Netherlands,Sweden,2006,1044
Netherlands,Sweden,2007,1071
Netherlands,Sweden,2008,1110
Netherlands,Sweden,2009,855
Netherlands,Sweden,2010,775
Netherlands,Sweden,2011,866
Netherlands,Sweden,2012,797
Netherlands,Sweden,2013,781
Netherlands,Sweden,2014,855
Netherlands,Sweden,2015,946
Netherlands,Sweden,2016,991
Netherlands,Switzerland,2000,1250
Netherlands,Switzerland,2001,1332
Netherlands,Switzerland,2002,1177
Netherlands,Switzerland,2003,1033
Netherlands,Switzerland,2004,1091
Netherlands,Switzerland,2005,1226
Netherlands,Switzerland,2006,1214
Netherlands,Switzerland,2007,1817
Netherlands,Switzerland,2008,1973
Netherlands,Switzerland,2009,1461
Netherlands,Switzerland,2010,1607
Netherlands,Switzerland,2011,1454
Netherlands,Switzerland,2012,1396
Netherlands,Switzerland,2013,1662
Netherlands,Switzerland,2014,1627
Netherlands,Switzerland,2015,1506
Netherlands,Switzerland,2016,1616
Netherlands,United Kingdom,2000,4022
Netherlands,United Kingdom,2001,2540
Netherlands,United Kingdom,2011,1000
Netherlands,United Kingdom,2012,3000
Netherlands,United Kingdom,2013,4000
Netherlands,United Kingdom,2014,5000
Netherlands,United Kingdom,2015,8000
Netherlands,United Kingdom,2016,6000
Netherlands,Estonia,2004,6
Netherlands,Estonia,2005,4
Netherlands,Estonia,2006,12
Netherlands,Estonia,2007,19
Netherlands,Estonia,2008,15
Netherlands,Estonia,2009,20
Netherlands,Estonia,2010,12
Netherlands,Estonia,2011,0
Netherlands,Estonia,2012,2
Netherlands,Estonia,2013,2
Netherlands,Estonia,2014,0
Netherlands,Estonia,2015,51
Netherlands,Estonia,2016,67
Netherlands,Slovenia,2007,31
Netherlands,Slovenia,2008,1
Netherlands,Slovenia,2009,34
Netherlands,Slovenia,2010,2
Netherlands,Slovenia,2011,26
Netherlands,Slovenia,2012,48
Netherlands,Slovenia,2013,42
Netherlands,Slovenia,2014,49
Netherlands,Slovenia,2015,39
Netherlands,Slovenia,2016,60
Norway,Austria,2000,105
Norway,Austria,2001,74
Norway,Austria,2002,73
Norway,Austria,2003,93
Norway,Austria,2004,90
Norway,Austria,2005,80
Norway,Austria,2006,79
Norway,Austria,2007,80
Norway,Austria,2008,90
Norway,Austria,2009,79
Norway,Austria,2010,76
Norway,Austria,2011,98
Norway,Austria,2012,92
Norway,Austria,2013,78
Norway,Austria,2014,108
Norway,Austria,2015,128
Norway,Austria,2016,141
Norway,Belgium,2008,248
Norway,Belgium,2009,165
Norway,Belgium,2010,232
Norway,Belgium,2011,218
Norway,Belgium,2012,164
Norway,Belgium,2013,225
Norway,Belgium,2014,130
Norway,Belgium,2015,181
Norway,Belgium,2016,175
Norway,Czech Republic,2003,36
Norway,Czech Republic,2004,18
Norway,Czech Republic,2005,17
Norway,Czech Republic,2006,11
Norway,Czech Republic,2007,23
Norway,Czech Republic,2008,22
Norway,Czech Republic,2009,11
Norway,Czech Republic,2010,14
Norway,Czech Republic,2011,10
Norway,Czech Republic,2012,19
Norway,Czech Republic,2013,37
Norway,Czech Republic,2014,33
Norway,Czech Republic,2015,23
Norway,Czech Republic,2016,17
Norway,Denmark,2000,1288
Norway,Denmark,2001,1191
Norway,Denmark,2002,1319
Norway,Denmark,2003,1298
Norway,Denmark,2004,1238
Norway,Denmark,2005,1244
Norway,Denmark,2006,1374
Norway,Denmark,2007,1353
Norway,Denmark,2008,1420
Norway,Denmark,2009,1291
Norway,Denmark,2010,1378
Norway,Denmark,2011,1495
Norway,Denmark,2012,1356
Norway,Denmark,2013,1445
Norway,Denmark,2014,1713
Norway,Denmark,2015,1562
Norway,Denmark,2016,1562
Norway,Finland,2000,82
Norway,Finland,2001,77
Norway,Finland,2002,64
Norway,Finland,2003,80
Norway,Finland,2004,72
Norway,Finland,2005,80
Norway,Finland,2006,96
Norway,Finland,2007,86
Norway,Finland,2008,55
Norway,Finland,2009,71
Norway,Finland,2010,65
Norway,Finland,2011,67
Norway,Finland,2012,55
Norway,Finland,2013,70
Norway,Finland,2014,51
Norway,Finland,2015,80
Norway,Finland,2016,78
Norway,France,2000,0
Norway,France,2001,0
Norway,France,2002,0
Norway,France,2003,0
Norway,France,2004,0
Norway,France,2005,0
Norway,France,2006,0
Norway,France,2007,0
Norway,France,2008,0
Norway,France,2009,0
Norway,France,2010,0
Norway,France,2011,0
Norway,France,2012,0
Norway,France,2013,0
Norway,France,2014,0
Norway,France,2016,0
Norway,Germany,2000,1030
Norway,Germany,2001,1046
Norway,Germany,2002,1025
Norway,Germany,2003,885
Norway,Germany,2004,917
Norway,Germany,2005,870
Norway,Germany,2006,784
Norway,Germany,2007,879
Norway,Germany,2008,762
Norway,Germany,2009,631
Norway,Germany,2010,767
Norway,Germany,2011,840
Norway,Germany,2012,855
Norway,Germany,2013,976
Norway,Germany,2014,897
Norway,Germany,2015,1022
Norway,Germany,2016,1147
Norway,Hungary,2000,181
Norway,Hungary,2001,190
Norway,Hungary,2002,57
Norway,Hungary,2003,86
Norway,Hungary,2004,20
Norway,Hungary,2005,220
Norway,Hungary,2006,16
Norway,Hungary,2007,72
Norway,Hungary,2008,164
Norway,Hungary,2009,143
Norway,Hungary,2010,146
Norway,Hungary,2011,182
Norway,Hungary,2012,128
Norway,Hungary,2013,144
Norway,Hungary,2014,240
Norway,Hungary,2015,126
Norway,Hungary,2016,147
Norway,Iceland,2000,78
Norway,Iceland,2001,64
Norway,Iceland,2002,69
Norway,Iceland,2003,67
Norway,Iceland,2004,48
Norway,Iceland,2005,68
Norway,Iceland,2006,74
Norway,Iceland,2007,60
Norway,Iceland,2008,47
Norway,Iceland,2009,24
Norway,Iceland,2010,37
Norway,Iceland,2011,40
Norway,Iceland,2012,34
Norway,Iceland,2013,55
Norway,Iceland,2014,37
Norway,Iceland,2015,34
Norway,Iceland,2016,57
Norway,Italy,2000,98
Norway,Italy,2002,78
Norway,Italy,2003,98
Norway,Italy,2004,86
Norway,Italy,2005,64
Norway,Italy,2006,85
Norway,Italy,2007,114
Norway,Italy,2008,111
Norway,Italy,2009,92
Norway,Italy,2010,90
Norway,Italy,2011,79
Norway,Italy,2012,108
Norway,Italy,2013,92
Norway,Italy,2014,65
Norway,Italy,2015,65
Norway,Italy,2016,75
Norway,Luxembourg,2000,18
Norway,Luxembourg,2001,35
Norway,Luxembourg,2002,9
Norway,Luxembourg,2003,13
Norway,Luxembourg,2004,14
Norway,Luxembourg,2005,65
Norway,Luxembourg,2006,50
Norway,Luxembourg,2007,17
Norway,Luxembourg,2008,28
Norway,Luxembourg,2009,10
Norway,Luxembourg,2010,31
Norway,Luxembourg,2011,27
Norway,Luxembourg,2012,32
Norway,Luxembourg,2013,21
Norway,Luxembourg,2014,27
Norway,Luxembourg,2015,25
Norway,Luxembourg,2016,15
Norway,Netherlands,2000,340
Norway,Netherlands,2001,333
Norway,Netherlands,2002,309
Norway,Netherlands,2003,276
Norway,Netherlands,2004,264
Norway,Netherlands,2005,269
Norway,Netherlands,2006,259
Norway,Netherlands,2007,231
Norway,Netherlands,2008,310
Norway,Netherlands,2009,317
Norway,Netherlands,2010,403
Norway,Netherlands,2011,383
Norway,Netherlands,2012,360
Norway,Netherlands,2013,402
Norway,Netherlands,2014,416
Norway,Netherlands,2015,436
Norway,Netherlands,2016,545
Norway,Norway,2000,0
Norway,Norway,2001,0
Norway,Norway,2002,0
Norway,Norway,2003,0
Norway,Norway,2004,0
Norway,Norway,2005,0
Norway,Norway,2006,0
Norway,Norway,2007,0
Norway,Norway,2008,0
Norway,Norway,2009,0
Norway,Norway,2010,0
Norway,Norway,2011,0
Norway,Norway,2012,0
Norway,Norway,2013,0
Norway,Norway,2014,0
Norway,Norway,2015,0
Norway,Norway,2016,0
Norway,Poland,2000,57
Norway,Poland,2001,89
Norway,Poland,2002,211
Norway,Poland,2003,171
Norway,Poland,2004,209
Norway,Poland,2005,160
Norway,Poland,2006,88
Norway,Poland,2007,89
Norway,Poland,2008,82
Norway,Poland,2009,70
Norway,Poland,2010,92
Norway,Poland,2011,141
Norway,Poland,2012,201
Norway,Poland,2013,154
Norway,Poland,2014,154
Norway,Poland,2015,104
Norway,Poland,2016,130
Norway,Slovak Republic,2003,20
Norway,Slovak Republic,2004,59
Norway,Slovak Republic,2005,53
Norway,Slovak Republic,2006,46
Norway,Slovak Republic,2007,57
Norway,Slovak Republic,2008,75
Norway,Slovak Republic,2009,88
Norway,Slovak Republic,2010,106
Norway,Slovak Republic,2011,91
Norway,Slovak Republic,2012,54
Norway,Slovak Republic,2013,31
Norway,Slovak Republic,2014,48
Norway,Slovak Republic,2015,49
Norway,Slovak Republic,2016,36
Norway,Spain,2000,1357
Norway,Spain,2001,1765
Norway,Spain,2002,1916
Norway,Spain,2003,1621
Norway,Spain,2004,1755
Norway,Spain,2005,1635
Norway,Spain,2006,1679
Norway,Spain,2007,1614
Norway,Spain,2008,1084
Norway,Spain,2009,1164
Norway,Spain,2010,1330
Norway,Spain,2011,1386
Norway,Spain,2012,1316
Norway,Spain,2013,1218
Norway,Spain,2014,1229
Norway,Spain,2015,1027
Norway,Spain,2016,1056
Norway,Sweden,2000,2889
Norway,Sweden,2001,3033
Norway,Sweden,2002,3459
Norway,Sweden,2003,3190
Norway,Sweden,2004,2625
Norway,Sweden,2005,2417
Norway,Sweden,2006,2492
Norway,Sweden,2007,2395
Norway,Sweden,2008,2263
Norway,Sweden,2009,1948
Norway,Sweden,2010,2070
Norway,Sweden,2011,2030
Norway,Sweden,2012,2034
Norway,Sweden,2013,2016
Norway,Sweden,2014,2065
Norway,Sweden,2015,2005
Norway,Sweden,2016,2145
Norway,Switzerland,2000,269
Norway,Switzerland,2001,237
Norway,Switzerland,2002,246
Norway,Switzerland,2003,269
Norway,Switzerland,2004,293
Norway,Switzerland,2005,244
Norway,Switzerland,2006,192
Norway,Switzerland,2007,191
Norway,Switzerland,2008,238
Norway,Switzerland,2009,215
Norway,Switzerland,2010,211
Norway,Switzerland,2011,256
Norway,Switzerland,2012,157
Norway,Switzerland,2013,186
Norway,Switzerland,2014,157
Norway,Switzerland,2015,202
Norway,Switzerland,2016,185
Norway,United Kingdom,2000,3128
Norway,United Kingdom,2001,653
Norway,United Kingdom,2011,3000
Norway,United Kingdom,2012,3000
Norway,United Kingdom,2013,3000
Norway,United Kingdom,2014,2000
Norway,United Kingdom,2015,4000
Norway,Estonia,2004,8
Norway,Estonia,2005,7
Norway,Estonia,2006,16
Norway,Estonia,2007,11
Norway,Estonia,2008,11
Norway,Estonia,2009,19
Norway,Estonia,2010,8
Norway,Estonia,2011,2
Norway,Estonia,2012,2
Norway,Estonia,2013,0
Norway,Estonia,2014,1
Norway,Estonia,2015,34
Norway,Estonia,2016,39
Norway,Slovenia,2007,4
Norway,Slovenia,2008,6
Norway,Slovenia,2009,11
Norway,Slovenia,2011,3
Norway,Slovenia,2012,7
Norway,Slovenia,2013,6
Norway,Slovenia,2014,4
Norway,Slovenia,2015,5
Norway,Slovenia,2016,8
Poland,Austria,2000,3442
Poland,Austria,2001,3497
Poland,Austria,2002,2977
Poland,Austria,2003,3377
Poland,Austria,2004,7041
Poland,Austria,2005,6784
Poland,Austria,2006,5699
Poland,Austria,2007,5282
Poland,Austria,2008,4385
Poland,Austria,2009,3845
Poland,Austria,2010,4037
Poland,Austria,2011,6428
Poland,Austria,2012,7105
Poland,Austria,2013,7297
Poland,Austria,2014,6936
Poland,Austria,2015,6136
Poland,Austria,2016,5386
Poland,Belgium,2000,1134
Poland,Belgium,2001,2928
Poland,Belgium,2002,2427
Poland,Belgium,2003,2086
Poland,Belgium,2004,3481
Poland,Belgium,2005,4816
Poland,Belgium,2006,6694
Poland,Belgium,2007,9393
Poland,Belgium,2008,8963
Poland,Belgium,2009,9911
Poland,Belgium,2010,8887
Poland,Belgium,2011,9287
Poland,Belgium,2012,8616
Poland,Belgium,2013,7488
Poland,Belgium,2014,5767
Poland,Belgium,2015,5320
Poland,Belgium,2016,4414
Poland,Czech Republic,2000,89
Poland,Czech Republic,2001,436
Poland,Czech Republic,2002,1656
Poland,Czech Republic,2003,1580
Poland,Czech Republic,2004,1752
Poland,Czech Republic,2005,1259
Poland,Czech Republic,2006,949
Poland,Czech Republic,2007,2329
Poland,Czech Republic,2008,1223
Poland,Czech Republic,2009,858
Poland,Czech Republic,2010,723
Poland,Czech Republic,2011,612
Poland,Czech Republic,2012,576
Poland,Czech Republic,2013,587
Poland,Czech Republic,2014,640
Poland,Czech Republic,2015,606
Poland,Czech Republic,2016,740
Poland,Denmark,2000,291
Poland,Denmark,2001,364
Poland,Denmark,2002,386
Poland,Denmark,2003,399
Poland,Denmark,2004,705
Poland,Denmark,2005,1293
Poland,Denmark,2006,2533
Poland,Denmark,2007,4274
Poland,Denmark,2008,6529
Poland,Denmark,2009,3383
Poland,Denmark,2010,2928
Poland,Denmark,2011,3158
Poland,Denmark,2012,3313
Poland,Denmark,2013,3623
Poland,Denmark,2014,3990
Poland,Denmark,2015,4085
Poland,Denmark,2016,4085
Poland,Finland,2000,41
Poland,Finland,2001,62
Poland,Finland,2002,61
Poland,Finland,2003,73
Poland,Finland,2004,119
Poland,Finland,2005,125
Poland,Finland,2006,221
Poland,Finland,2007,443
Poland,Finland,2008,562
Poland,Finland,2009,321
Poland,Finland,2010,250
Poland,Finland,2011,325
Poland,Finland,2012,538
Poland,Finland,2013,506
Poland,Finland,2014,513
Poland,Finland,2015,395
Poland,Finland,2016,432
Poland,France,2000,907
Poland,France,2001,1042
Poland,France,2002,1226
Poland,France,2003,1234
Poland,France,2004,815
Poland,France,2005,787
Poland,France,2006,0
Poland,France,2007,0
Poland,France,2008,0
Poland,France,2009,0
Poland,France,2010,0
Poland,France,2011,0
Poland,France,2012,0
Poland,France,2013,3474
Poland,France,2014,3094
Poland,France,2015,2831
Poland,France,2016,2272
Poland,Germany,2000,74256
Poland,Germany,2001,79033
Poland,Germany,2002,81551
Poland,Germany,2003,88241
Poland,Germany,2004,125042
Poland,Germany,2005,147716
Poland,Germany,2006,151743
Poland,Germany,2007,139967
Poland,Germany,2008,119867
Poland,Germany,2009,112027
Poland,Germany,2010,115587
Poland,Germany,2011,164705
Poland,Germany,2012,177758
Poland,Germany,2013,190424
Poland,Germany,2014,192172
Poland,Germany,2015,190834
Poland,Germany,2016,160674
Poland,Hungary,2000,75
Poland,Hungary,2001,76
Poland,Hungary,2002,95
Poland,Hungary,2003,69
Poland,Hungary,2004,14
Poland,Hungary,2005,290
Poland,Hungary,2006,49
Poland,Hungary,2007,34
Poland,Hungary,2008,177
Poland,Hungary,2009,218
Poland,Hungary,2010,192
Poland,Hungary,2011,193
Poland,Hungary,2012,215
Poland,Hungary,2013,231
Poland,Hungary,2014,212
Poland,Hungary,2015,246
Poland,Hungary,2016,232
Poland,Iceland,2000,353
Poland,Iceland,2001,385
Poland,Iceland,2002,266
Poland,Iceland,2003,146
Poland,Iceland,2004,249
Poland,Iceland,2005,1539
Poland,Iceland,2006,3332
Poland,Iceland,2007,5652
Poland,Iceland,2008,3890
Poland,Iceland,2009,1237
Poland,Iceland,2010,830
Poland,Iceland,2011,783
Poland,Iceland,2012,899
Poland,Iceland,2013,1329
Poland,Iceland,2014,1410
Poland,Iceland,2015,1624
Poland,Iceland,2016,2873
Poland,Italy,2000,4779
Poland,Italy,2001,3538
Poland,Italy,2002,3165
Poland,Italy,2003,11231
Poland,Italy,2004,11753
Poland,Italy,2005,10385
Poland,Italy,2006,11791
Poland,Italy,2007,19101
Poland,Italy,2008,12314
Poland,Italy,2009,9123
Poland,Italy,2010,7174
Poland,Italy,2011,5471
Poland,Italy,2012,4618
Poland,Italy,2013,3506
Poland,Italy,2014,2953
Poland,Italy,2015,2657
Poland,Italy,2016,2424
Poland,Luxembourg,2000,56
Poland,Luxembourg,2001,60
Poland,Luxembourg,2002,97
Poland,Luxembourg,2003,135
Poland,Luxembourg,2004,213
Poland,Luxembourg,2005,325
Poland,Luxembourg,2006,324
Poland,Luxembourg,2007,361
Poland,Luxembourg,2008,489
Poland,Luxembourg,2009,365
Poland,Luxembourg,2010,361
Poland,Luxembourg,2011,417
Poland,Luxembourg,2012,400
Poland,Luxembourg,2013,362
Poland,Luxembourg,2014,504
Poland,Luxembourg,2015,514
Poland,Luxembourg,2016,427
Poland,Netherlands,2000,1316
Poland,Netherlands,2001,1437
Poland,Netherlands,2002,1593
Poland,Netherlands,2003,1530
Poland,Netherlands,2004,4484
Poland,Netherlands,2005,5651
Poland,Netherlands,2006,6772
Poland,Netherlands,2007,9236
Poland,Netherlands,2008,13277
Poland,Netherlands,2009,12654
Poland,Netherlands,2010,14477
Poland,Netherlands,2011,18610
Poland,Netherlands,2012,18332
Poland,Netherlands,2013,20398
Poland,Netherlands,2014,23773
Poland,Netherlands,2015,22993
Poland,Netherlands,2016,23129
Poland,Norway,2000,240
Poland,Norway,2001,440
Poland,Norway,2002,661
Poland,Norway,2003,564
Poland,Norway,2004,1573
Poland,Norway,2005,3265
Poland,Norway,2006,7425
Poland,Norway,2007,14160
Poland,Norway,2008,14437
Poland,Norway,2009,10451
Poland,Norway,2010,11347
Poland,Norway,2011,12861
Poland,Norway,2012,11477
Poland,Norway,2013,10502
Poland,Norway,2014,9859
Poland,Norway,2015,8182
Poland,Norway,2016,6042
Poland,Poland,2009,0
Poland,Poland,2010,0
Poland,Poland,2011,0
Poland,Poland,2012,0
Poland,Poland,2013,0
Poland,Poland,2014,0
Poland,Poland,2015,0
Poland,Poland,2016,0
Poland,Slovak Republic,2003,139
Poland,Slovak Republic,2004,942
Poland,Slovak Republic,2005,545
Poland,Slovak Republic,2006,1132
Poland,Slovak Republic,2007,659
Poland,Slovak Republic,2008,573
Poland,Slovak Republic,2009,700
Poland,Slovak Republic,2010,498
Poland,Slovak Republic,2011,272
Poland,Slovak Republic,2012,115
Poland,Slovak Republic,2013,158
Poland,Slovak Republic,2014,122
Poland,Slovak Republic,2015,205
Poland,Slovak Republic,2016,208
Poland,Spain,2000,3834
Poland,Spain,2001,3672
Poland,Spain,2002,3875
Poland,Spain,2003,3502
Poland,Spain,2004,7520
Poland,Spain,2005,8479
Poland,Spain,2006,15796
Poland,Spain,2007,17269
Poland,Spain,2008,6698
Poland,Spain,2009,3714
Poland,Spain,2010,3431
Poland,Spain,2011,3329
Poland,Spain,2012,2801
Poland,Spain,2013,2645
Poland,Spain,2014,2440
Poland,Spain,2015,2460
Poland,Spain,2016,2622
Poland,Sweden,2000,649
Poland,Sweden,2001,809
Poland,Sweden,2002,1065
Poland,Sweden,2003,1017
Poland,Sweden,2004,2458
Poland,Sweden,2005,3420
Poland,Sweden,2006,6347
Poland,Sweden,2007,7525
Poland,Sweden,2008,6970
